player_id,GAMES,record,MIN,POSS,MINxGP,PM,ORAPM,DRAPM,RAPM
Tyler Honeycutt,17,0.5882352941176471,359.96666666666664,626,21.174509803921566,2,-1.5070524595350303,2.073934832018596,0.5668823724835659
Marcus Denmon,28,0.5357142857142857,367.43333333333334,648,13.122619047619049,-1,0.9356111001841847,-0.38093205219183884,0.5546790479923458
Lorenzo Brown,88,0.5,2233.35,4234,25.378977272727273,55,-0.5517643769142216,1.0978781693511808,0.5461137924369591
Vangelis Mantzaris,58,0.5689655172413793,932.5833333333334,1631,16.07902298850575,3,-0.3564181977210349,0.8945210486037487,0.5381028508827138
Victor Claver,91,0.5604395604395604,1677.9,2899,18.43846153846154,101,-0.15763287332733913,0.6895481121366689,0.5319152388093298
Patrick Heckmann,14,0.2857142857142857,155.66666666666666,269,11.119047619047619,-23,1.4778824063430551,-0.9854737225065212,0.4924086838365339
Shane Larkin,133,0.6691729323308271,3738.7833333333333,6630,28.111152882205513,562,0.9129700171694177,-0.42156796155895165,0.49140205561046607
Yovel Zoosman,109,0.47706422018348627,1765.1,3338,16.193577981651377,-1,0.14259110101132155,0.34046829458211125,0.4830593955934328
Omri Casspi,22,0.6363636363636364,307.68333333333334,563,13.985606060606061,30,-1.0696869800136934,1.5513035190357354,0.48161653902204193
Sergio Llull,109,0.7064220183486238,2112.3,3834,19.378899082568807,208,0.16072717839147638,0.31207760636111437,0.47280478475259075
Darrun Hilliard,118,0.559322033898305,2440.0666666666666,4982,20.678531073446326,204,0.12278682266890596,0.34902728164958213,0.4718141043184881
James Nunnally,80,0.575,1895.8,3578,23.697499999999998,137,0.7803851690943772,-0.3236183003420642,0.456766868752313
Rodrigue Beaubois,166,0.6325301204819277,3514.866666666667,6379,21.17389558232932,400,0.9816710943650606,-0.5362435540051594,0.4454275403599012
Tony Crocker,29,0.3103448275862069,666.1,1191,22.96896551724138,-10,0.12774668043481324,0.29905376592595967,0.4268004463607729
Rafa Martinez,29,0.41379310344827586,446.8333333333333,764,15.408045977011493,4,1.058611162780609,-0.6332024303830772,0.42540873239753174
Maurice Ndour,26,0.38461538461538464,386.25,696,14.85576923076923,-3,0.05430760421341428,0.35864327537648183,0.4129508795898961
